,Document,AnswerType,Label,Value
7490,154,Amazon,ORG,Pan India
7491,154,Amazon,ORG,Barclays
7492,154,Amazon,ORG,HRS
7493,154,Amazon,ORG,Human
7494,154,Amazon,ORG,NAPS
7495,154,Amazon,ORG,ANI Technologies
7496,154,Amazon,ORG,India
7497,154,Amazon,ORG,Ola Cafe
7498,154,Amazon,ORG,pan India
7499,154,Amazon,ORG,Ola Café
7500,154,Amazon,ORG,Ola
7501,154,Amazon,LOC,India
7502,154,Amazon,ORG,Standard Chartered Financial Ltd
7503,154,Amazon,ORG,ENR
7504,154,Amazon,ORG,ESAU
7505,154,Amazon,ORG,7 Inc
7506,154,Amazon,ORG,7 Inc
7507,154,Amazon,ORG,Accenture
7508,154,Amazon,ORG,SAP
7509,154,Amazon,ORG,INFOSYS
7510,154,Amazon,ORG,Infosys
7511,154,Amazon,ORG,Infy
7512,154,Amazon,ORG,Infosys
7513,154,Amazon,ORG,Pura College of Science
7514,154,Amazon,LOC,"Bengaluru, Karnataka"
7515,155,Amazon,PER,"Hemil Bhavsar
Jr."
7516,155,Amazon,ORG,ASP.NET
7517,155,Amazon,ORG,True Vision Technology
7518,155,Amazon,LOC,"Ahmedabad, Gujarat"
7519,155,Amazon,ORG,ASP.NET
7520,155,Amazon,ORG,True Vision Technology
7521,155,Amazon,ORG,Unicode Technology
7522,155,Amazon,PER,Jr.
7523,155,Amazon,ORG,ASP.NET
7524,155,Amazon,ORG,Softech Infosys
7525,155,Amazon,ORG,MSC
7526,155,Amazon,ORG,KSV University
7527,155,Amazon,LOC,"Gandhinagar, Gujarat"
7528,155,Amazon,ORG,"B.C.A

Gujarat University"
7529,155,Amazon,ORG,ASP.NET
7530,155,Amazon,ORG,MS
7531,155,Amazon,ORG,Microsoft
7532,156,Amazon,PER,Siddhartha Chetri
7533,156,Amazon,LOC,"Bengaluru, Karnataka"
7534,156,Amazon,ORG,Infosys
7535,156,Amazon,ORG,Concentrix
7536,156,Amazon,ORG,Convergys
7537,156,Amazon,ORG,Technologies
7538,156,Amazon,ORG,"Cisco Systems, Inc"
7539,156,Amazon,ORG,Infosys
7540,156,Amazon,ORG,Concentrix
7541,156,Amazon,ORG,Convergys
7542,156,Amazon,ORG,Magna Infotech
7543,156,Amazon,ORG,Sapient Consulting
7544,156,Amazon,ORG,Cable & Wireless Worldwide
7545,156,Amazon,ORG,Vodafone Global Shared Services Private Limited
7546,156,Amazon,ORG,M
7547,156,Amazon,ORG,amp
7548,156,Amazon,PER,Marks
7549,156,Amazon,ORG,amp
7550,156,Amazon,PER,Spencer
7551,156,Amazon,ORG,Centrica
7552,156,Amazon,LOC,UK
7553,156,Amazon,ORG,Airtel
7554,156,Amazon,ORG,Tawasul
7555,156,Amazon,ORG,Fatsweb
7556,156,Amazon,PER,Aditya Birla Minacs
7557,156,Amazon,ORG,Apple
7558,156,Amazon,ORG,College Bangalore University
7559,156,Amazon,LOC,"Bengaluru, Karnataka"
7560,157,Amazon,PER,Pratik Vaidya
7561,157,Amazon,LOC,Pune
7562,157,Amazon,LOC,Maharashtra
7563,157,Amazon,LOC,"Mumbai, Maharashtra"
7564,157,Amazon,LOC,Pune
7565,157,Amazon,LOC,Maharashtra
7566,157,Amazon,LOC,"Banglore, Karnataka"
7567,157,Amazon,LOC,Maharashtra
7568,157,Amazon,ORG,Kyrion Digital Securities (P) Ltd.
7569,157,Amazon,LOC,Mahanubhav Ashram
7570,157,Amazon,ORG,"Maharashtra Institute of
Technology"
7571,157,Amazon,LOC,Aurangabad
7572,157,Amazon,LOC,"142, Auronoday Colony"
7573,157,Amazon,LOC,Datta Mandir
7574,157,Amazon,LOC,"Beed by Pass Road,
Aurangabad 431010"
7575,157,Amazon,LOC,Aurangabad
7576,157,Amazon,ORG,Btech
7577,157,Amazon,ORG,Maharashtra Institute of Technology
7578,157,Amazon,ORG,H.S.C in
7579,157,Amazon,ORG,"A'Bad

Deogiri College"
7580,157,Amazon,ORG,S.S.C in
7581,157,Amazon,ORG,"A'Bad

Chate School"
7582,157,Amazon,ORG,SKILLS
7583,157,Amazon,ORG,RHCSA
7584,158,Amazon,PER,Ramakrishna Rao
7585,158,Amazon,ORG,Mahindra Ltd
7586,158,Amazon,LOC,"Bengaluru, Karnataka"
7587,158,Amazon,ORG,Microsoft
7588,158,Amazon,ORG,CA Clarity
7589,158,Amazon,ORG,CA
7590,158,Amazon,ORG,Maven
7591,158,Amazon,ORG,Bitbukcet
7592,158,Amazon,ORG,MS
7593,158,Amazon,ORG,AWS
7594,158,Amazon,ORG,Microsoft
7595,158,Amazon,ORG,MS
7596,158,Amazon,ORG,Oracle
7597,158,Amazon,ORG,HP
7598,158,Amazon,ORG,IBM
7599,158,Amazon,ORG,Atlassian Products
7600,158,Amazon,ORG,Ansible
7601,158,Amazon,ORG,VHA
7602,158,Amazon,ORG,Scotiabank
7603,158,Amazon,ORG,Volkswagen
7604,158,Amazon,ORG,NetApp
7605,158,Amazon,ORG,Optus
7606,158,Amazon,ORG,Cenveo
7607,158,Amazon,ORG,BT
7608,158,Amazon,ORG,ATT
7609,158,Amazon,ORG,ASG
7610,158,Amazon,ORG,Tech Mahindra Ltd
7611,158,Amazon,ORG,Tech Mahindra Ltd
7612,158,Amazon,ORG,Infosys Technologies
7613,158,Amazon,ORG,Services
7614,158,Amazon,ORG,Infoland Technologies
7615,158,Amazon,ORG,Periyar University
7616,158,Amazon,ORG,Nagarjuna University
7617,158,Amazon,ORG,Andhra University
7618,158,Amazon,ORG,Amazon
7619,158,Amazon,ORG,Amazon
7620,158,Amazon,ORG,AWS
7621,158,Amazon,ORG,Tech Mahindra Ltd.
7622,158,Amazon,ORG,Tech Mahindra Ltd.
7623,158,Amazon,ORG,Tech Mahindra Ltd.
7624,158,Amazon,ORG,Tech Mahindra Ltd.
7625,158,Amazon,ORG,ScrumStudy
7626,159,Amazon,PER,Keshav Dhawale
7627,159,Amazon,ORG,TCS
7628,159,Amazon,ORG,TCS
7629,159,Amazon,PER,Hinjewadi
7630,159,Amazon,ORG,Boy
7631,159,Amazon,ORG,HK Store
7632,159,Amazon,LOC,"Pune, Maharashtra"
7633,159,Amazon,ORG,TCS
7634,159,Amazon,PER,Hinjewadi
7635,159,Amazon,ORG,Boy
7636,159,Amazon,ORG,HK Store
7637,159,Amazon,ORG,INFOSYS
7638,159,Amazon,PER,Hinjewadi
7639,159,Amazon,ORG,Guest House & Store
7640,159,Amazon,ORG,IBM India Pvt Ltd
7641,159,Amazon,ORG,IBM India Pvt Ltd
7642,159,Amazon,PER,Hinjewadi
7643,159,Amazon,ORG,"SSC

Board"
7644,159,Amazon,LOC,"Aurangabad, Maharashtra"
7645,160,Amazon,PER,Praveen Bhaskar
7646,160,Amazon,ORG,Office Beacon
7647,160,Amazon,LOC,"Vadodara, Gujarat"
7648,160,Amazon,ORG,Office Beacon
7649,160,Amazon,LOC,"Vadodara, Gujarat"
7650,160,Amazon,ORG,Infosys Limited
7651,160,Amazon,ORG,Tekskills India Pvt Ltd &
7652,160,Amazon,ORG,Infosys Limited
7653,160,Amazon,LOC,"Pune, Maharashtra"
7654,160,Amazon,ORG,Red Hat Inc
7655,160,Amazon,LOC,"Pune, Maharashtra"
7656,160,Amazon,LOC,India
7657,160,Amazon,ORG,Red Hat Inc.
7658,160,Amazon,LOC,"PUNE, INDIA"
7659,160,Amazon,ORG,POORNAM
7660,160,Amazon,LOC,"Kochi, Kerala"
7661,160,Amazon,ORG,L OGIC SOLUTIONS PVT LTD
7662,160,Amazon,LOC,"Thiruvananthapuram, Kerala"
7663,160,Amazon,LOC,Kerala
7664,160,Amazon,LOC,Kerala
7665,161,Amazon,PER,Gunjan Nayyar
7666,161,Amazon,LOC,Hoshiarpur
7667,161,Amazon,LOC,Punjab
7668,161,Amazon,ORG,"INFOSYS

INFOSYS"
7669,161,Amazon,ORG,Committee
7670,161,Amazon,ORG,"ALGORYTHM

Red"
7671,161,Amazon,ORG,Society
7672,161,Amazon,ORG,Discipline Committee
7673,161,Amazon,ORG,Hostel Committee
7674,161,Amazon,ORG,Hostel Committee
7675,161,Amazon,ORG,Hostel Committee
7676,161,Amazon,ORG,Hostel Committee
7677,161,Amazon,ORG,Hostel Committee
7678,161,Amazon,ORG,Hostel Committee
7679,161,Amazon,ORG,CATECHISM
7680,161,Amazon,ORG,Decoration Committee
7681,161,Amazon,ORG,"CSE

Chitkara University"
7682,161,Amazon,ORG,Triple M Public School
7683,162,Amazon,PER,Rupesh Reddy
7684,162,Amazon,ORG,EIT Services India Private Limited
7685,162,Amazon,LOC,"Hyderabad, Telangana"
7686,162,Amazon,ORG,Wintel
7687,162,Amazon,LOC,Hyderabad
7688,162,Amazon,ORG,EIT Services India Private Limited
7689,162,Amazon,ORG,Infosys Limited
7690,162,Amazon,ORG,DXC Technology
7691,162,Amazon,ORG,EIT Services India Private Limited
7692,162,Amazon,LOC,"Bengaluru, Karnataka"
7693,162,Amazon,ORG,of Mauritius
7694,162,Amazon,ORG,Microsoft
7695,162,Amazon,ORG,SAP
7696,162,Amazon,ORG,Wintel
7697,162,Amazon,ORG,DBA
7698,162,Amazon,ORG,HPSM
7699,162,Amazon,ORG,HPSM
7700,162,Amazon,ORG,Infosys Limited
7701,162,Amazon,LOC,"Bengaluru, Karnataka"
7702,162,Amazon,ORG,Pfizer Pharmaceuticals
7703,162,Amazon,ORG,Sri Venkateswara
7704,162,Amazon,ORG,College of Engineering and Technology Affiliated
7705,162,Amazon,LOC,"Anantapur,"
7706,162,Amazon,LOC,"Andhra
Pradesh"
7707,163,Amazon,PER,Puneeth R
7708,163,Amazon,ORG,HiPower Support Centre
7709,163,Amazon,LOC,"Bengaluru, Karnataka"
7710,163,Amazon,ORG,HiPower Support Centre
7711,163,Amazon,ORG,AT&T
7712,163,Amazon,ORG,AT&amp
7713,163,Amazon,ORG,Infosys
7714,163,Amazon,ORG,Cisco
7715,163,Amazon,ORG,Cisco
7716,163,Amazon,LOC,HGS
7717,163,Amazon,ORG,PES College of Engineering
7718,163,Amazon,LOC,"Mandya, Karnataka"
7719,164,Amazon,PER,Kandrapu Reddy
7720,164,Amazon,ORG,International Travel House Limited
7721,164,Amazon,LOC,"Visakhapatnam, Andhra Pradesh"
7722,164,Amazon,ORG,"Domestic,"
7723,164,Amazon,ORG,International &
7724,164,Amazon,ORG,International Travel House Limited
7725,164,Amazon,ORG,International Travel House Limited
7726,164,Amazon,ORG,ITC Associated
7727,164,Amazon,ORG,ISO
7728,164,Amazon,ORG,Global Star Travel Management
7729,164,Amazon,ORG,RIYA TOURS AND
7730,164,Amazon,LOC,"Visakhapatnam, Andhra Pradesh"
7731,164,Amazon,ORG,Riya Travels &amp; Tours
7732,164,Amazon,LOC,India
7733,164,Amazon,ORG,Amadeus
7734,164,Amazon,ORG,Galileo
7735,164,Amazon,ORG,Infosys Travel
7736,164,Amazon,ORG,BHARATH INTERNATIONAL TRAVELS PVT.LTD
7737,164,Amazon,LOC,"Mysore, Karnataka"
7738,164,Amazon,ORG,Bharath International Travels
7739,164,Amazon,ORG,BIT
7740,164,Amazon,ORG,IATA
7741,164,Amazon,LOC,Karnataka
7742,164,Amazon,ORG,Infosys
7743,164,Amazon,ORG,"AKBAR TRAVELS OF INDIA PVT.LTD,"
7744,164,Amazon,LOC,Visakhapatnam
7745,164,Amazon,ORG,Akbar Travels of
7746,164,Amazon,LOC,India
7747,164,Amazon,LOC,India
7748,164,Amazon,ORG,IATA
7749,164,Amazon,ORG,Akbar Travels
7750,164,Amazon,ORG,"International Air Transport
Association"
7751,164,Amazon,ORG,"Travel Agents
Association of India"
7752,164,Amazon,ORG,Travel Agents Federation of India
7753,164,Amazon,ORG,IATA Agents Association of India
7754,164,Amazon,ORG,Amadeus
7755,164,Amazon,ORG,"EDUCATION

B.B.A"
7756,164,Amazon,ORG,NRI Junior College
7757,164,Amazon,LOC,"Coimbatore, Tamil Nadu"
7758,164,Amazon,LOC,Visakhapatnam
7759,164,Amazon,LOC,Andhra Pradesh
7760,164,Amazon,ORG,Airline
7761,164,Amazon,ORG,Airline
7762,164,Amazon,ORG,Microsoft
7763,165,Amazon,PER,Vineeth Vijayan
7764,165,Amazon,ORG,Orange City Hospital & Research Institute
7765,165,Amazon,LOC,"Nagpur, Maharashtra"
7766,165,Amazon,LOC,Maharashtra
7767,165,Amazon,LOC,India
7768,165,Amazon,ORG,Orange City Hospital & Research Institute
7769,165,Amazon,LOC,Nagpur
7770,165,Amazon,LOC,Maharashtra
7771,165,Amazon,ORG,Gulf
7772,165,Amazon,ORG,Qatar - Agility Group
7773,165,Amazon,ORG,ISO
7774,165,Amazon,ORG,M-Squared Software & Services
7775,165,Amazon,LOC,Kerala -
7776,165,Amazon,LOC,"Kerala, IN"
7777,165,Amazon,LOC,US
7778,165,Amazon,LOC,"Nevada, Las Vegas"
7779,165,Amazon,ORG,Nair IT Pvt. Ltd
7780,165,Amazon,LOC,"Nagpur, Maharashtra"
7781,165,Amazon,ORG,Accentia Oak Technologies
7782,165,Amazon,ORG,Infosys BPO Limited
7783,165,Amazon,LOC,"Bangalore

CISCO"
7784,165,Amazon,LOC,"Bengaluru, Karnataka"
7785,165,Amazon,ORG,Cisco
7786,165,Amazon,ORG,Cisco
7787,165,Amazon,ORG,DTS Information Systems Pvt. Ltd
7788,165,Amazon,LOC,"Bengaluru, Karnataka"
7789,165,Amazon,ORG,DTS Information Systems Pvt. Ltd
7790,165,Amazon,LOC,Bangalore
7791,165,Amazon,ORG,"DTS America
Inc."
7792,165,Amazon,LOC,"Tennessee, USA"
7793,165,Amazon,ORG,Vanderbilt University Medical Center
7794,165,Amazon,LOC,"Nashville, Tennessee"
7795,165,Amazon,ORG,Microsoft
7796,165,Amazon,ORG,Oracle
7797,165,Amazon,ORG,New Horizons Computer Training Center
7798,165,Amazon,LOC,Qatar
7799,165,Amazon,ORG,S.N.G College
7800,165,Amazon,ORG,Bharathiar University
7801,165,Amazon,ORG,Coms Vantage Consultancy
7802,165,Amazon,LOC,Qatar
7803,165,Amazon,ORG,Coms Vantage Consultancy
7804,165,Amazon,LOC,Qatar
7805,165,Amazon,ORG,IRU Academy
7806,165,Amazon,LOC,Mowasalat
7807,165,Amazon,LOC,Qatar
7808,165,Amazon,ORG,Dakshina
7809,165,Amazon,ORG,Dakshina Bharat
7810,165,Amazon,ORG,Sabha
7811,166,Amazon,PER,Rahul Tayade
7812,166,Amazon,ORG,Infosys Ltd
7813,166,Amazon,ORG,HSBC
7814,166,Amazon,LOC,"Pune, Maharashtra"
7815,166,Amazon,ORG,ASG
7816,166,Amazon,ORG,Infosys Ltd
7817,166,Amazon,ORG,HSBC
7818,166,Amazon,LOC,"Pune, Maharashtra"
7819,166,Amazon,ORG,HSBC
7820,166,Amazon,ORG,First Direct
7821,166,Amazon,ORG,Marks &amp
7822,166,Amazon,ORG,Spencer Bank
7823,166,Amazon,ORG,HSBC
7824,166,Amazon,LOC,"Pune,"
7825,166,Amazon,LOC,Maharashtra
7826,166,Amazon,ORG,HSBC
7827,166,Amazon,ORG,Infosys
7828,166,Amazon,ORG,Reverse
7829,166,Amazon,ORG,KT
7830,166,Amazon,ORG,British Telecom UK
7831,166,Amazon,LOC,"Pune, Maharashtra"
7832,166,Amazon,ORG,British Telecomm
7833,166,Amazon,LOC,UK
7834,166,Amazon,LOC,UK
7835,166,Amazon,ORG,EWMP
7836,166,Amazon,ORG,FastTrack
7837,166,Amazon,ORG,BT
7838,166,Amazon,ORG,Oracle
7839,166,Amazon,ORG,Tomcat
7840,166,Amazon,ORG,"GE Countrywide, Lending and Repay Management"
7841,166,Amazon,ORG,of
7842,166,Amazon,ORG,Amravati University
7843,166,Amazon,LOC,Amravati
7844,166,Amazon,LOC,Maharashtra
7845,166,Amazon,LOC,Bombay
7846,166,Amazon,LOC,"Mumbai,"
7847,166,Amazon,LOC,Maharashtra
7848,166,Amazon,ORG,Oracle
7849,166,Amazon,ORG,Microsoft
7850,166,Amazon,ORG,Oracle
7851,166,Amazon,ORG,Adobe
7852,167,Amazon,PER,Debasish Dasgupta
7853,167,Amazon,ORG,Finacle-Core Banking Solutions
7854,167,Amazon,ORG,Infosys
7855,167,Amazon,ORG,eServices
7856,167,Amazon,LOC,"Qasba, Bihar"
7857,167,Amazon,ORG,Infosys
7858,167,Amazon,ORG,DOP
7859,167,Amazon,ORG,"Department of Post-
India"
7860,167,Amazon,ORG,Finacle Core Banking Solutions
7861,167,Amazon,ORG,Finacle10.2
7862,167,Amazon,ORG,Axis Bank
7863,167,Amazon,ORG,Finacle7
7864,167,Amazon,ORG,Finacle 10.2
7865,167,Amazon,ORG,Finacle
7866,167,Amazon,ORG,"Infosys

Onward eServices"
7867,167,Amazon,LOC,"Chennai, Tamil Nadu"
7868,167,Amazon,ORG,of Post
7869,167,Amazon,ORG,Finacle
7870,167,Amazon,ORG,CBS
7871,167,Amazon,ORG,Rainbow Financial Services
7872,167,Amazon,LOC,"Kolkata, West Bengal"
7873,167,Amazon,LOC,salt Lake
7874,167,Amazon,LOC,Kolkata
7875,167,Amazon,ORG,AXIS Bank Ltd
7876,167,Amazon,ORG,Finacle
7877,167,Amazon,ORG,Circle Audit
7878,167,Amazon,ORG,CRA
7879,167,Amazon,ORG,Infosys
7880,167,Amazon,ORG,Finacle
7881,167,Amazon,ORG,H.D.F.C. Ltd
7882,167,Amazon,LOC,"Kolkata, West Bengal"
7883,167,Amazon,LOC,Kolkata
7884,167,Amazon,LOC,"Kolkata, West Bengal"
7885,167,Amazon,ORG,Finacle10.2
7886,167,Amazon,ORG,Andhra University
7887,167,Amazon,ORG,Gulmohar High School
7888,167,Amazon,LOC,"Jamshedpur, Jharkhand"
7889,168,Amazon,PER,Suresh Kanagala
7890,168,Amazon,LOC,"Hyderabad, Telangana"
7891,168,Amazon,ORG,CSC India
7892,168,Amazon,ORG,IBM
7893,168,Amazon,ORG,Infosys
7894,168,Amazon,ORG,Modus Systems
7895,168,Amazon,ORG,CMC
7896,168,Amazon,LOC,"Hyderabad, Telangana"
7897,168,Amazon,ORG,M.C.A
7898,168,Amazon,ORG,Andhra University
7899,168,Amazon,ORG,","
7900,168,Amazon,ORG,Nagarjuna university
7901,168,Amazon,ORG,Sharegate
7902,169,Amazon,PER,Jaspreet Kaur
7903,169,Amazon,ORG,Oceanic Consultants
7904,169,Amazon,LOC,"Faridabad, Haryana"
7905,169,Amazon,ORG,Oceanic Consultants
7906,169,Amazon,ORG,Oceanic Consultants Pvt. Ltd
7907,169,Amazon,LOC,"Chandigarh, Chandigarh"
7908,169,Amazon,ORG,Oceanic Consultants
7909,169,Amazon,LOC,"Melbourne,
Australia"
7910,169,Amazon,LOC,India
7911,169,Amazon,PER,MAYA ESTATZ
7912,169,Amazon,LOC,"Zirakpur, Punjab, IN"
7913,169,Amazon,PER,Maya Estatz
7914,169,Amazon,LOC,Punjab
7915,169,Amazon,LOC,Himachal
7916,169,Amazon,LOC,Haryana
7917,169,Amazon,LOC,Chandigarh
7918,169,Amazon,LOC,Panchkula
7919,169,Amazon,LOC,Zirakpur
7920,169,Amazon,LOC,Mohali
7921,169,Amazon,ORG,SOLITAIRE
7922,169,Amazon,ORG,SOLITAIRE INFOSYS PVT. LTD
7923,169,Amazon,LOC,"Chandigarh, Chandigarh"
7924,169,Amazon,LOC,Mohali
7925,169,Amazon,LOC,"Mohali, Punjab"
7926,169,Amazon,ORG,Samaj
7927,169,Amazon,ORG,College for Women
7928,169,Amazon,LOC,"Chandigarh,"
7929,169,Amazon,LOC,Chandigarh
7930,169,Amazon,ORG,Secondary
7931,169,Amazon,ORG,Microsoft
7932,169,Amazon,ORG,HCL Infosystems
7933,169,Amazon,ORG,Mohali
7934,169,Amazon,LOC,PUNJAB
7935,170,Amazon,PER,Somanath Behera
7936,170,Amazon,ORG,Cognizant technology Solutions
7937,170,Amazon,LOC,"Bangalore

Bengaluru, Karnataka"
7938,170,Amazon,ORG,Cognizant Technology Solutions
7939,170,Amazon,LOC,"Bengaluru, Karnataka"
7940,170,Amazon,ORG,Informatica
7941,170,Amazon,ORG,Oracle
7942,170,Amazon,ORG,Infosys Limited
7943,170,Amazon,LOC,Chennai
7944,170,Amazon,ORG,Infosys Limited
7945,170,Amazon,LOC,"Mysore, Karnataka"
7946,170,Amazon,LOC,Mysore
7947,170,Amazon,ORG,"Infosys
Limited"
7948,170,Amazon,LOC,Chennai
7949,170,Amazon,PER,Cognizant
7950,170,Amazon,ORG,EDUCATION
7951,170,Amazon,ORG,BPUT
7952,170,Amazon,LOC,Bhubaneshwar
7953,170,Amazon,LOC,Orissa
7954,170,Amazon,ORG,F.M. Junior College
7955,170,Amazon,LOC,"Balasore, Orissa"
7956,170,Amazon,ORG,Informatica
7957,170,Amazon,ORG,Microsoft
7958,171,Amazon,PER,Ashish Indoriya
7959,171,Amazon,ORG,Infosys Limited
7960,171,Amazon,LOC,"Hyderabad, Telangana"
7961,171,Amazon,ORG,Bhilai Institute of Technology
7962,171,Amazon,LOC,Durg
7963,171,Amazon,ORG,Infosys
7964,171,Amazon,ORG,Apache
7965,171,Amazon,LOC,"hyderbad, Telangana"
7966,171,Amazon,ORG,Infosys Limited
7967,171,Amazon,ORG,Investments
7968,171,Amazon,ORG,IBM
7969,171,Amazon,ORG,Chhattisgarh
7970,171,Amazon,ORG,Board of Secondary Education
7971,171,Amazon,LOC,"Raipur, Chhattisgarh"
7972,171,Amazon,ORG,Bhilai Institute of Technology
7973,171,Amazon,LOC,"Bhilai, Chhattisgarh"
7974,171,Amazon,ORG,Raman University
7975,171,Amazon,LOC,Bilaspur
7976,171,Amazon,ORG,-
7977,171,Amazon,LOC,Raman
7978,171,Amazon,ORG,", Punjab

Secondary School"
7979,171,Amazon,ORG,Chhattisgarh
7980,171,Amazon,ORG,Board of Secondary Education
7981,171,Amazon,LOC,"Raipur,"
7982,171,Amazon,ORG,Chhattisgarh
7983,172,Amazon,PER,Dilliraja
7984,172,Amazon,ORG,Baskaran
7985,172,Amazon,LOC,Tamil Nadu
7986,172,Amazon,ORG,Infosys
7987,172,Amazon,ORG,Infosys
7988,172,Amazon,ORG,"B.E

Panimalar Engineering College"
7989,173,Amazon,PER,Deepika S
7990,173,Amazon,ORG,Infosys Ltd
7991,173,Amazon,ORG,Infosys Ltd
7992,173,Amazon,LOC,"Chennai, Tamil Nadu"
7993,173,Amazon,ORG,"Infosys Ltd,"
7994,173,Amazon,LOC,Chennai
7995,173,Amazon,LOC,"Coimbatore, Tamil Nadu"
7996,173,Amazon,ORG,HP
7997,173,Amazon,ORG,Citi Bank
7998,173,Amazon,ORG,citi
7999,173,Amazon,ORG,Express
8000,173,Amazon,ORG,Salesforce
8001,173,Amazon,ORG,TNT express
8002,173,Amazon,ORG,Bharathiyar University
8003,173,Amazon,LOC,"Coimbatore, Tamil Nadu"
8004,174,Amazon,PER,"Jacob Philip
Kottayam"
8005,174,Amazon,LOC,Kerala
8006,174,Amazon,LOC,"Dubai, AE"
8007,174,Amazon,LOC,UAE
8008,174,Amazon,LOC,"Kerala, India"
8009,174,Amazon,ORG,Atlas star medical center
8010,174,Amazon,ORG,CUSTOMERSERVICEEXECUTIVE
8011,174,Amazon,LOC,"Dubai, AE"
8012,174,Amazon,ORG,UnitedArabEmirates
8013,174,Amazon,ORG,Sun
8014,174,Amazon,ORG,Sun
8015,174,Amazon,LOC,"Kerala, India"
8016,175,Amazon,PER,Yogesh Ghatole
8017,175,Amazon,ORG,Shendra
8018,175,Amazon,LOC,MIDC
8019,175,Amazon,LOC,Aurangabad
8020,175,Amazon,ORG,Perkins India Ltd
8021,175,Amazon,LOC,"Nagpur, Maharashtra"
8022,175,Amazon,ORG,Shendra MIDC Aurangabad
8023,175,Amazon,ORG,Perkins India Ltd
8024,175,Amazon,LOC,"Aurangabad, Maharashtra"
8025,175,Amazon,ORG,Shendra MIDC
8026,175,Amazon,LOC,Aurangabad
8027,175,Amazon,ORG,Infosys Ltd.
8028,175,Amazon,ORG,Blue Star Ltd
8029,175,Amazon,LOC,"Pune, Maharashtra"
8030,175,Amazon,ORG,MAHINDRA & MAHINDRA LTD
8031,175,Amazon,LOC,"Nagpur, Maharashtra"
8032,175,Amazon,LOC,NAGPUR
8033,175,Amazon,ORG,Nagpur Polytechnic
8034,175,Amazon,LOC,Nagpur
8035,175,Amazon,LOC,Maharashtra
8036,175,Amazon,ORG,Board
8037,175,Amazon,PER,Shree
8038,175,Amazon,ORG,Binzani nagar College
8039,175,Amazon,LOC,Nagpur
8040,175,Amazon,ORG,Maharashtra
8041,175,Amazon,ORG,Indira Gandhi High School
8042,175,Amazon,LOC,Nagpur
8043,175,Amazon,LOC,Maharashtra
8044,175,Amazon,ORG,Institute
8045,176,Amazon,PER,Ajay Elango
8046,176,Amazon,LOC,"Bangalore City, Karnataka, Karnataka"
8047,176,Amazon,ORG,Georgia Tech
8048,176,Amazon,LOC,Atlanta
8049,176,Amazon,ORG,Carnegie Mellon University
8050,176,Amazon,LOC,Pittsburgh
8051,176,Amazon,ORG,Cornell University
8052,176,Amazon,ORG,Ithaca
8053,176,Amazon,ORG,University of Southern California
8054,176,Amazon,LOC,Los Angeles
8055,176,Amazon,ORG,University of Colorado Boulder
8056,176,Amazon,LOC,Boulder
8057,176,Amazon,ORG,Arizona State University
8058,176,Amazon,ORG,Tempe
8059,176,Amazon,ORG,University of Illinois Chicago
8060,176,Amazon,LOC,Chicago
8061,176,Amazon,ORG,Georgia Institute of Technology
8062,176,Amazon,LOC,Atlanta
8063,176,Amazon,ORG,MathWorks
8064,176,Amazon,LOC,Massachusetts
8065,176,Amazon,ORG,Cadence Design Systems
8066,176,Amazon,LOC,Massachusetts
8067,176,Amazon,ORG,National Instruments
8068,176,Amazon,LOC,Texas
8069,176,Amazon,ORG,Infosys
8070,176,Amazon,LOC,Bangalore
8071,176,Amazon,ORG,Aeronautical Development Establishment
8072,176,Amazon,LOC,Bangalore
8073,176,Amazon,ORG,Stanford University
8074,176,Amazon,LOC,California
8075,176,Amazon,ORG,University of Washington
8076,176,Amazon,LOC,Seattle
8077,176,Amazon,ORG,University of California San Diego
8078,176,Amazon,LOC,California
8079,176,Amazon,ORG,Microsoft
8080,176,Amazon,ORG,"Cadence Design Systems, Inc"
8081,176,Amazon,ORG,IBM
8082,176,Amazon,ORG,Visual Studio
8083,176,Amazon,ORG,"Intern

National Instruments"
8084,176,Amazon,LOC,Austin -
8085,176,Amazon,LOC,US
8086,176,Amazon,ORG,Infosys Technologies Limited
8087,176,Amazon,ORG,Perforce
8088,176,Amazon,ORG,Trello
8089,176,Amazon,LOC,"Bengaluru, Karnataka"
8090,176,Amazon,LOC,"Bangalore, India"
8091,176,Amazon,LOC,"Bengaluru, Karnataka"
8092,176,Amazon,ORG,Georgia Institute of Technology
8093,176,Amazon,LOC,"Atlanta, GA"
8094,176,Amazon,ORG,Amrita School of Engineering
8095,176,Amazon,LOC,"Bengaluru, Karnataka"
8096,176,Amazon,ORG,Microsoft
8097,176,Amazon,ORG,IBM
8098,176,Amazon,ORG,Oracle
8099,176,Amazon,ORG,Microsoft
8100,177,Amazon,PER,Shaik Tazuddin
8101,177,Amazon,ORG,STAR
8102,177,Amazon,LOC,India
8103,177,Amazon,LOC,"Bengaluru, Karnataka"
8104,177,Amazon,LOC,India
8105,177,Amazon,LOC,"Bengaluru, Karnataka"
8106,177,Amazon,ORG,Cisco
8107,177,Amazon,ORG,US
8108,177,Amazon,LOC,France
8109,177,Amazon,LOC,Spain
8110,177,Amazon,LOC,United Kingdom
8111,177,Amazon,LOC,Italy
8112,177,Amazon,LOC,Sweden
8113,177,Amazon,LOC,Slovakia
8114,177,Amazon,LOC,Israel
8115,177,Amazon,LOC,Germany
8116,177,Amazon,LOC,Europe
